movie_id	audience_score	critic_score	actor_names	actor_links	synopsis	In Theaters	Genre	Studio	Directed By	Runtime	Box Office	Rating	Written By
local_hero	88%	100%	Burt Lancaster,Peter Riegert,Fulton Mackay,Denis Lawson,Norman Chancer,Peter Capaldi,Rikki Fulton,Alex Norton,Jenny Seagrove,Jennifer Black,Christopher Rozycki,Christopher Asante,John M. Jackson,Dan Ammerman,Tam Dean Burn,Luke Coulter,Karen Douglas,Kenny Ireland,Harlan Jordan,Charles Kearney,David Mowat,John Poland,Ann Scott-Jones,Ian Stewart,Tanya Ticktin,Jonathan Watson,Dave Anderson,Mark Winchester,Alan R. Clark,Alal Darby,Roddy Murray,Dale Winchester,Brian Rowan,Caroline Guthrie,Ray Jeffries,Willie Joss,James Kennedy,Buddy Quaid,Edith Ruddick,John Gordon Sinclair,Sandra Voe,Jimmy Yuill,Betty Macey,Michele McCarel,Kimberly Anne Thompson	/celebrity/burt_lancaster,/celebrity/peter_reigert,/celebrity/fulton_mackay,/celebrity/denis_lawson,/celebrity/norman_chancer,/celebrity/peter_capaldi,/celebrity/rikki_fulton,/celebrity/alex-norton,/celebrity/jenny_seagrove,/celebrity/jennifer_black,/celebrity/christopher-rozycki,/celebrity/christopher_asante,/celebrity/john_m_jackson,/celebrity/dan_ammerman,/celebrity/tam-dean-burn,/celebrity/luke_coulter,/celebrity/karen_douglas,/celebrity/kenny_ireland,/celebrity/harlan_jordan,/celebrity/charles_kearney,/celebrity/david_mowat,/celebrity/john_poland,/celebrity/ann_scottjones,/celebrity/ian_stewart,/celebrity/tanya_ticktin,/celebrity/jonathan_watson,/celebrity/dave-anderson,/celebrity/mark_winchester,/celebrity/alan_r_clark,/celebrity/alal_darby,/celebrity/roddy_murray,/celebrity/dale_winchester,/celebrity/brian_rowan,/celebrity/caroline_guthrie,/celebrity/ray_jeffries,/celebrity/willie_joss,/celebrity/james_kennedy,/celebrity/buddy_quaid,/celebrity/edith_ruddick,/celebrity/john_gordon_sinclair,/celebrity/sandra_voe,/celebrity/jimmy_yuill,/celebrity/betty_macey,/celebrity/michele_mccarel,/celebrity/kimberly_anne_thompson	This film stars Burt Lancaster as Texas oil baron Felix Happer, who sends employee MacIntyre as an emissary to a Scottish fishing village to negotiate for the rights to the town's oil reserves. Surprisingly, the Scots are more than anxious to sell, and MacIntyre's trip becomes progressively stranger.	Feb 18, 1983 wide	Art House & International, Comedy, Drama	Warner Home Video	Bill Forsyth	112 minutes	NONE	PG (adult situations/language)	Bill Forsyth
justice_league_war	79%	50%	Christopher Gorham,Justin Kirk,Shemar Moore,Jason O'Mara,Alan Tudyk,Michelle Monaghan,Sean Astin	/celebrity/christopher_gorham,/celebrity/justin_kirk,/celebrity/shemar_moore,/celebrity/jason_omara,/celebrity/alan_tudyk,/celebrity/michelle-monaghan,/celebrity/sean_astin	Based on the graphic novel by Geoff Johns and Jim Lee, seven heroes must band together for the first time to stop an alien invasion.	NONE	Action & Adventure, Animation	Warner Home Video	Jay Oliva	72 minutes	NONE	PG-13	Heath Corson
10008754-flawless	54%	55%	Demi Moore,David Henry,Michael Caine,Joss Ackland,Nathaniel Parker,Nicholas Jones,Derren Nesbitt,Ben Righton,Shaughan Seymour,David Barrass,Kevan Willis,Silas Carson,Lambert Wilson,Rosalind March,Stanley Townsend,Jonathan Aris,William Scott-Masson,Constantine Gregory,Simon Day,Yemi Ajibade,Natalie Dormer	/celebrity/demi_moore,/celebrity/1055146-david_henry,/celebrity/michael_caine,/celebrity/joss_ackland,/celebrity/nathaniel_parker,/celebrity/nicholas_jones,/celebrity/derren_nesbitt,/celebrity/ben_righton,/celebrity/shaughan_seymour,/celebrity/david_barrass,/celebrity/kevan_willis,/celebrity/silas-carson,/celebrity/lambert_wilson,/celebrity/rosalind_march,/celebrity/stanley_townsend,/celebrity/jonathan_aris,/celebrity/william_scottmasson,/celebrity/constantine_gregory,/celebrity/simon_day_6,/celebrity/yemi_ajibade,/celebrity/10000863-natalie_dormer	Michael Radford (Il Postino and The Merchant of Venice) directs screenwriter Edward Anderson's script about an aging janitor and an American executive who form an unlikely alliance in order to carry out an elaborate jewel heist. Set in 1960s-era London, the tense crime thriller stars Michael Caine as the scheming maintenance man who longs to relieve his employers at the London Diamond Corporation of their valuable inventory, and Demi Moore as the savvy executive who is completely perplexed by the wealthy diamond magnates. ~ Jason Buchanan, Rovi	Mar 28, 2008 wide	Drama, Mystery & Suspense	Magnolia Pictures	Michael Radford	105 minutes	$1,146,525	PG-13 (for brief strong language)	Edward A. Anderson, Edward Anderson
diary_of_a_wimpy_kid	49%	53%	Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn,Connor Fielding,Owen Fielding,Devon Bostick,Chloë Grace Moretz ,Karan Brar,Grayson Russell,Laine MacNeil,Alex Ferris,Andrew McNee,Belita Moreno,Rob LaBelle,Nicholas Carey,Samuel Patrick Chu,Donnie MacNeil,Samantha Page,Ava Hughes,Owen Best,Cainan Wiebe,Cole Heppell,Harrison Houde,Severin Korfer,Jennifer Clement,Karin Konoval,Raugi Yu,Kaye Capron,Jake D. Smith,Talon Dunbar,Naomi Dane,Willem Jacobson,Sean Bygrave,Maxine Miller,Taya Clyne,Nathaniel Marten,Peter New,Nikki Frazer,Greta Gibson,Nathan Smith,Kina Mori McWatt,Dylan Bell,Madison Bell,Adom Osei,Alf Humphreys,Brent Chapman,Rylee Styles,Rylee Stiles,Ryan Grantham,Ethan Shankaruk,Jesse Wheeler,Paul Hubbard,Brett Dier,Brandon Barton,Cindy Busby,Alicia Takase Lui,Tee Jay Sidhu,Tori Christianson,Emerald Schreier,Benjamin D. Mitchell,Haris Cash,Mariah Crudo,Aidan Gebert,Cameron Krpan,Paolo Tolfo,Alistair Abell,Tara McGuire	/celebrity/zachary-gordon,/celebrity/robert_capron,/celebrity/rachael_harris,/celebrity/steve_zahn,/celebrity/connor_fielding,/celebrity/owen_fielding,/celebrity/devon-bostick,/celebrity/chloe_moretz,/celebrity/karan_brar,/celebrity/grayson_russell,/celebrity/laine_macneil,/celebrity/alex_ferris,/celebrity/andrew_mcnee,/celebrity/belita_moreno,/celebrity/rob_labelle,/celebrity/nicholas_carey,/celebrity/samuel_patrick_chu,/celebrity/donnie_macneil,/celebrity/samantha_page,/celebrity/ava_hughes,/celebrity/owen_best,/celebrity/cainan-wiebe,/celebrity/cole_heppell,/celebrity/harrison_houde,/celebrity/severin_korfer,/celebrity/jennifer_clement,/celebrity/karin_konoval,/celebrity/raugi_yu,/celebrity/kaye_capron,/celebrity/jake_d_smith,/celebrity/talon_dunbar,/celebrity/naomi_dane,/celebrity/willem_jacobson,/celebrity/sean_bygrave,/celebrity/maxine_miller,/celebrity/taya_clyne,/celebrity/nathaniel_marten,/celebrity/peter_new,/celebrity/nikki_frazer,/celebrity/greta_gibson,/celebrity/nathan_smith,/celebrity/kina_mori_mcwatt,/celebrity/dylan_bell,/celebrity/madison_bell,/celebrity/adom_osei,/celebrity/alf_humphreys,/celebrity/brent_chapman,/celebrity/rylee_styles,/celebrity/rylee_stiles,/celebrity/ryan_grantham,/celebrity/ethan_shankaruk,/celebrity/jesse_wheeler,/celebrity/paul_hubbard,/celebrity/brett_dier,/celebrity/brandon_barton,/celebrity/cindy_busby,/celebrity/alicia_takase_lui,/celebrity/tee-jay-sidhu,/celebrity/tori_christianson,/celebrity/emerald_schreier,/celebrity/benjamin_d_mitchell,/celebrity/haris_cash,/celebrity/mariah_crudo,/celebrity/aidan_gebert,/celebrity/cameron_krpan,/celebrity/paolo_tolfo,/celebrity/alistair_abell,/celebrity/tara_mcguire	Meet the kid who made "wimpy" cool in a family comedy based on the best-selling illustrated novel Diary of a Wimpy Kid by Jeff Kinney, the first in a series that has thus far sold 24 million copies. "Diary of a Wimpy Kid" chronicles the adventures of wise-cracking pre-teen Greg Heffley, who must somehow survive the scariest time of anyone's life: middle school.	Mar 19, 2010 wide	Comedy, Kids & Family	20th Century Fox	Thor Freudenthal	93 minutes	$64,001,297	PG (for some rude humor and language)	Jackie Filgo, Jeff Filgo, Gabe Sachs, Jeff Judah
a_walk_among_the_tombstones	53%	66%	Liam Neeson,Dan Stevens (IV) ,David Harbour,Boyd Holbrook,Patrick F. McDade,Laura Birn,Luciano Acuna Jr.,Hans Marrero,Adam David Thompson,Adam Thompson,Kim Rosen,Eric Nelsen,Jon Goracy,Razane Jammal,Stephanie Andujar,Al Nazemian,Sophia Frank,Susham Bedi,Purva Bedi,Novella Nelson,Marielle Heller,Astro,Frank DeJulio,Olafur Darri Olafsson,Mark Consuelos,Natia Dune,Genevieve Adams,Liana DeLaurent,Sebastian Roche,Danielle Rose Russell,David Anzuelo,Samuel Mercedes,Mike Figueroa,Mike Carlsen,Leon Addison Brown,Damion Omar Lee,Jeremie Harris,Jolly Abraham,Nina Polan,Briana Marin,Arthur Gerunda,Fabrizio Brienza,Dennis Funny,Whitney Able,Chinasa Ogbuagu,Louise G. Colón	/celebrity/liam_neeson,/celebrity/dan_stevens,/celebrity/david_harbour,/celebrity/boyd_holbrook,/celebrity/patrick_f_mcdade,/celebrity/laura_birn,/celebrity/771577574,/celebrity/hans_marrero,/celebrity/adam_david_thompson_2,/celebrity/adam_thompson,/celebrity/kim_rosen,/celebrity/eric_nelsen,/celebrity/jon_goracy,/celebrity/razane_jammal,/celebrity/stephanie_andujar,/celebrity/al_nazemian,/celebrity/sophia_frank,/celebrity/susham_bedi,/celebrity/purva_bedi,/celebrity/novella_nelson,/celebrity/marielle_heller,/celebrity/astro,/celebrity/frank_dejulio,/celebrity/olafur_darri_olafsson,/celebrity/mark_consuelos,/celebrity/natia_dune,/celebrity/genevieve_adams,/celebrity/liana_delaurent,/celebrity/sebastian_roche,/celebrity/danielle_rose_russell,/celebrity/david_anzuelo,/celebrity/samuel_mercedes,/celebrity/mike_figueroa,/celebrity/mike_carlsen,/celebrity/leon_addison_brown,/celebrity/damion_omar_lee,/celebrity/jeremie_harris,/celebrity/jolly_abraham,/celebrity/nina_polan,/celebrity/briana_marin,/celebrity/arthur_gerunda,/celebrity/fabrizio_brienza,/celebrity/dennis_funny,/celebrity/whitney_able,/celebrity/chinasa_ogbuagu,/celebrity/louise_g_colon	Based on Lawrence Block's bestselling series of mystery novels, A Walk among the Tombstones stars Liam Neeson as Matt Scudder, an ex-NYPD cop who now works as an unlicensed private investigator operating just outside the law. When Scudder reluctantly agrees to help a heroin trafficker (Dan Stevens) hunt down the men who kidnapped and then brutally murdered his wife, the PI learns that this is not the first time these men have committed this sort of twisted crime...nor will it be the last. Blurring the lines between right and wrong, Scudder races to track the deviants through the backstreets of New York City before they kill again. (C) Universal	Sep 19, 2014 wide	Action & Adventure, Drama	Universal Studios	Scott Frank	114 minutes	NONE	R (for strong violence, disturbing images, language and brief nudity)	Scott Frank
legend_of_billie_jean	75%	40%	Helen Slater,Keith Gordon,Christian Slater,Richard Bradford,Martha Gehman,Yeardley Smith,Barry Tubb,Dean Stockwell,Peter Coyote,Mona Lee Fultz,John M. Jackson,Rodney Rincon,Bobby Jones,Caroline Williams,Rudy Young,Bobby Fite,Kim Valentine,Robby Jones,Janet Smalley,Charles Redd,Joshua Butts,Ray Hanna,B.J. Thompson,Celia Newman,Tony Slowik,Steve Uzzell,Robert Scott Cate,Jim Miller,Rod Pilloud,James Miller,John Wolfshohl,David Lee Morgan,Barbara Durham,Cass Gabriel,Thomas M. Jarrett,Forrest Patton,Antony Peraino,Kenneth Beall,Robert Wassell,Sage Parker,John Edson,Cathleen Sutherland,Angela Churchill,Stephanie Shook,Sharon-Marie Stolar,Peter Bonanno,Sharon Holmin,Joy Swan,Kathryn Childers,J.C. Minter,Kenneth Searle,Al Geatano,Sonya Robbins	/celebrity/helen_slater,/celebrity/1148510-keith_gordon,/celebrity/christian_slater,/celebrity/richard_bradford,/celebrity/martha_gehman,/celebrity/yeardley_smith,/celebrity/barry_tubb,/celebrity/dean_stockwell,/celebrity/peter_coyote,/celebrity/mona_lee_fultz,/celebrity/john_m_jackson,/celebrity/rodney_rincon,/celebrity/1062214-bobby_jones,/celebrity/caroline-williams,/celebrity/rudy_young,/celebrity/bobby_fite,/celebrity/kim_valentine,/celebrity/robby_jones,/celebrity/janet_smalley,/celebrity/charles_redd,/celebrity/joshua_butts,/celebrity/ray_hanna,/celebrity/bj_thompson,/celebrity/celia_newman,/celebrity/tony_slowik,/celebrity/steve_uzzell,/celebrity/robert_scott_cate,/celebrity/,/celebrity/rod_pilloud,/celebrity/,/celebrity/john_wolfshohl,/celebrity/david_lee_morgan,/celebrity/barbara_durham,/celebrity/cass_gabriel,/celebrity/thomas_m_jarrett,/celebrity/forrest_patton,/celebrity/antony_peraino,/celebrity/kenneth_beall,/celebrity/robert_wassell,/celebrity/sage_parker,/celebrity/john_edson,/celebrity/cathleen_sutherland,/celebrity/angela_churchill,/celebrity/stephanie_shook,/celebrity/sharon_marie_stolar,/celebrity/peter_bonanno,/celebrity/sharon_holmin,/celebrity/joy_swan,/celebrity/kathryn_childers,/celebrity/jc_minter,/celebrity/kenneth_searle,/celebrity/al_geatano,/celebrity/sonya_robbins	A modern-day Joan of Arc takes to the road in this unusual teen story. Helen Slater stars as Billy Jean Davy, the pretty older sister of the mischievous Binx (Christian Slater). When Binx's beloved motor-scooter gets trashed by the spoiled son of a local shop owner, Billy Jean demands payment for the damage. Smarmy shop owner Pyatt (Richard Bradford) agrees, only to lure Billy Jean to an upstairs room where he attempts to rape her. Injuring Pyatt, the brother- and sister-duo go on the run with some trailer-park friends, cutting across Texas while making a name for themselves as local heroes. Implausible at every turn, the film is memorable though for Helen Slater's spunky performance.	Jul 19, 1985 wide	Action & Adventure, Drama	TriStar Pictures	Matthew Robbins	92 minutes	NONE	PG-13	Mark Rosenthal, Lawrence Konner, Walter Bernstein
the_loving_story	86%	100%	Mildred Jeter Loving,Richard Perry Loving,Robert Pratt,Bernard S. Cohen,Philip Hirschkop,Peggy Loving,Sydney Jeter,Donald Loving,Garnet Jeter,Lola Loving,Kenneth Edwards,Lewis Jeter,Edward Ayers,Raymond Green,Ruthie Holliday,Robert Pierpoint,Hope Ryden,Abbott Mills,Caitlin Congdon	/celebrity/mildred_jeter_loving,/celebrity/richard_perry_loving,/celebrity/robert-pratt,/celebrity/bernard_s_cohen,/celebrity/philip_hirschkop,/celebrity/peggy_loving,/celebrity/sydney_jeter,/celebrity/donald_loving,/celebrity/garnet_jeter,/celebrity/lola_loving,/celebrity/kenneth_edwards,/celebrity/lewis_jeter,/celebrity/edward_ayers,/celebrity/raymond_green,/celebrity/ruthie_holliday,/celebrity/robert_pierpoint,/celebrity/hope_ryden,/celebrity/abbott_mills,/celebrity/caitlin_congdon	This Oscar-shortlisted film is the definitive account of the landmark 1967 Supreme Court decision that legalized interracial marriage: Loving v. Virginia. Married in Washington, D.C. on June 2, 1958, Richard Loving and Mildred Jeter returned home to Virginia where their marriage was declared illegal-he was white, and she was black and Native American. Hope Ryden's luminous, newly discovered home movie footage of the Lovings and their feisty young lawyers and rare photography by Grey Villet are stitched together in the debut feature by Full Frame Documentary Film Festival founder Nancy Buirski in a film that takes viewers behind the scenes of a pair of unlikely civil rights pioneers and their real-life love story.	Dec 10, 2012 limited	Documentary	HBO Films	Nancy Buirski	77 minutes	NONE	NR	Nancy Buirski, Susie Ruth Powell
let_us_prey	42%	78%	Liam Cunningham,Pollyanna McIntosh,Bryan Larkin,Douglas Russell,Hanna Stanbridge,Niall Greig Fulton	/celebrity/liam_cunningham,/celebrity/pollyanna_mcintosh,/celebrity/bryan_larkin,/celebrity/douglas_russell,/celebrity/hanna_stanbridge,/celebrity/niall_greig_fulton	Rachel, a rookie cop, is about to begin her first nightshift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and all Hell will break loose!	NONE	Horror	Creative Scotland	NONE	89 minutes	NONE	NR	David Cairns, Hanna Stanbridge, Fiona Watson
memoria_2016	46%	100%	Sam Dillon,Thomas Mann,James Franco,Teo Halm,Ruby Modine,LaKeith Stanfield,Miles Heizer,Bo Mitchell,Cole Alexander	/celebrity/sam_dillon,/celebrity/thomas_mann,/celebrity/james_franco,/celebrity/teo_halm,/celebrity/ruby_modine,/celebrity/keith_stanfield,/celebrity/miles-heizer,/celebrity/bo_mitchell,/celebrity/cole_alexander_2	Ivan Cohen is a young boy living in Palo Alto, California. Unsatisfied by his slacker group of friends, his love for a girl who doesn't know he exists and a dysfunctional family life, he is struggling to find his place in the world.	Apr 8, 2016 limited	Drama	RabbitBandini Productions	Nina Ljeti, Vladimir de Fontenay	70 minutes	$2,164	R (for drug and alcohol use, pervasive language, sexuality/nudity and disturbing behavior - all involving teens)	Nina Ljeti, Vladimir de Fontenay
poohs_grand_adventure_the_search_for_christopher_robin	72%	38%	Jim Cummings,Paul Winchell,Andre Stojka,Brady Bluhm,John Fiedler,Ken Sansom,Peter Cullen,David Warner,Winnie The Pooh	/celebrity/jim_cummings,/celebrity/paul_winchell,/celebrity/andre_stojka,/celebrity/brady_bluhm,/celebrity/1005097-john_fiedler,/celebrity/ken_sansom,/celebrity/peter_cullen,/celebrity/1016342-david_warner,/celebrity/winnie_the_pooh	In this animated story for the family from Disney, Christopher Robin and his stuffed bear Winnie The Pooh are best friends and love to spend their days together. However, the time has come for Christopher to begin going to school. He doesn't have the hear to break the news to Pooh, so he leaves a note for him before leaving for the first day of classes. However, Pooh gets confused and is somehow convinced Christopher has been spirited away to Skull Island; he bands together Tigger, Piglet and Rabbit to stage a rescue mission as only they can.	Jan 1, 1997 wide	Animation, Kids & Family	Buena Vista Worldwide Home Entertainment	Karl Geurs	76 minutes	NONE	G	Carter Crocker
the_final_master	69%	71%	Fan Liao,Jia Song (II) ,Jia Song,Jiang Wenli,Chin Shih-chieh,King Shih-chieh,Song Yang,Jue Huang,Jin Shije,Maidina	/celebrity/fan_liao,/celebrity/song_jia_xiao,/celebrity/jia_song,/celebrity/jiang_wenli,/celebrity/chin_shihchieh,/celebrity/king_shih_chieh,/celebrity/song_yang,/celebrity/jue_huang,/celebrity/jin_shije,/celebrity/maidina	THE FINAL MASTER is a martial arts drama set in the transnational time period of China before World War II. Based on director Xu Haofeng's best selling novel, The Master, the story follows a Wing Chun practitioner's ambitious journey to open a martial arts school in the Northern Center to fulfill his master's dying wish of passing down the art. In order to gain the rights to achieve this, he has to send an apprentice to secretly challenge and defeat eight martial arts schools. Unbeknownst to him is that he is merely a pawn being played in the power game within the martial arts community. In the end, he must choose between what is right and what is expected to achieve his destiny. THE FINAL MASTER is a story of deception, tradition, betrayal and revenge that all culminates to a masterfully choreographed climatic ending.	Jun 3, 2016 limited	Action & Adventure, Drama	Thousand Delight Pictures	Haofeng Xu	109 minutes	NONE	NR	Haofeng Xu
wish_upon	31%	16%	Joey King,Ryan Phillippe,Ki Hong Lee,Mitchell Slaggert,Shannon Purser,Sydney Park,Alice Lee (XIV) ,Kevin Hanchard,Sherilyn Fenn,Elisabeth Röhm,Josephine Langford,Alexander Nunez,Daniela Barbosa,Reagan Revord,Victor Sutton,Albert Chung,Michelle Alexander,Natalie Prinzen-Klages,Nora Prinzen-Klages,Monique Stinchcombe,Danielle Pollari,Rosalina Lee,Ryan Taerk	/celebrity/joey_king,/celebrity/ryan_phillippe,/celebrity/ki_hong_lee,/celebrity/mitchell_slaggert_2,/celebrity/shannon_purser,/celebrity/sydney_park,/celebrity/alice_lee_xiv,/celebrity/kevin_hanchard,/celebrity/sherilyn_fenn,/celebrity/elisabeth-rohm,/celebrity/josephine_langford,/celebrity/alexander_nunez,/celebrity/daniela_barbosa,/celebrity/reagan_revord,/celebrity/victor_sutton,/celebrity/albert_chung,/celebrity/michelle_alexander_2,/celebrity/natalie_prinzen_klages,/celebrity/nora_prinzen_klages,/celebrity/monique_stinchcombe,/celebrity/danielle_pollari,/celebrity/rosalina_lee,/celebrity/ryan_taerk	In the latest horror thriller from the director of ANNABELLE, 17-year-old CLARE SHANNON (Joey King) is barely surviving the hell that is high school, along with her friends MEREDITH (Sydney Park) and JUNE (Shannon Purser). So when her dad (Ryan Phillippe) gifts her an old music box with an inscription that promises to grant the owner's wishes, she thinks there is nothing to lose. Clare makes her first wish and, to her surprise, it comes true. Before long, she finally has it all: money, popularity and her dream boy. Everything seems perfect - until the people closest to her begin dying in gruesome and twisted ways. Now, with blood on her hands, Clare has to get rid of the box, before it costs her and everyone she loves the ultimate price. Be careful what you wish for. Broad Green Pictures' WISH UPON is directed by John R. Leonetti (ANNABELLE) and produced by Sherryl Clark (CLOVERFIELD).	Jul 14, 2017 wide	Horror	Broad Green Pictures	John R. Leonetti	89 minutes	$14,301,001	PG-13 (for violent and disturbing images, thematic elements and language)	Barbara Marshall
andron	13%	0%	Alec Baldwin,Danny Glover,Michelle Ryan,Gale Harold,Leo Howard,Gaia Scodellaro	/celebrity/alec_baldwin,/celebrity/danny_glover,/celebrity/michelle_ryan,/celebrity/gale_harold,/celebrity/leo-howard,/celebrity/gaia_scodellaro	A group of former slaves in a futuristic society are forced to fight their way out of a deadly maze full of assassins in this imaginative science-fiction thriller.	Jun 3, 2016 limited	Action & Adventure, Art House & International, Science Fiction & Fantasy	Ambi Pictures	Francesco Cinquemani	100 minutes	NONE	R (for language and some violence)	Francesco Cinquemani
gori_tere_pyaar_mein	27%	50%	Imran Khan,Kareena Kapoor,Anupam Kher,Nizhalgal Ravi,Sujatha Kumar,Kalyani Natarajan,Kavish Majmudar,Shraddha Kapoor	/celebrity/imran-khan,/celebrity/kareena_kapoor,/celebrity/anupam_kher,/celebrity/nizhalgal_ravi,/celebrity/sujatha_kumar,/celebrity/kalyani_natarajan,/celebrity/kavish_majmudar,/celebrity/shraddha_kapoor	Sriram Venkat (Imran Khan) is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country. Not necessarily in that order. Because he couldn't care less about the order. This makes him the clear 'black' sheep of the family. At some point this shallow man begins to narrate the story of the crazy relationship he shared with Dia Sharma (Kareena Kapoor). His ex girlfriend. A firebrand social activist who wanted to change the world. An attraction which was physical initially but then got emotional and finally veered into complex territories resulting in a clash of ideologies and mindsets which drove them apart. Bitterly. Sriram believed that charity begins and ends at home. Whilst Dia felt that you have to be the change that you want to bring about. However Sriram realizes that he is not over Dia and still loves her and that she is the best change that ever happened... and will happen to his life. (C) Reliance	Nov 22, 2013 limited	Comedy, Romance	Reliance Entertainment	Punit Malhotra	150 minutes	NONE	NR	Punit Malhotra, Arshad Sayed
over_your_dead_body	38%	43%	Kô Shibasaki,Ebizô Ichikawa,Maiko,Hitomi Katayama,Hideaki Ito	/celebrity/ko_shibasaki_2,/celebrity/ebizo_ichikawa,/celebrity/maiko,/celebrity/hitomi_katayama_2,/celebrity/hideaki_ito	Directed by Takashi Miike, OVER YOUR DEAD BODY is a modern take on one of Japan's most famous ghost stories. Taking its cue from the art of Kabuki, the terrifying tale unfolds within the walls of a theatre where a troupe of players are in rehearsals for a production of Yotsuya Kaidan, a 200-year-old tale of murder, betrayal, and phantasmagorical vengeance - and where life comes to imitate art in ultimately shocking ways.	NONE	Art House & International, Horror	Celluloid Dreams	Takashi Miike	94 minutes	NONE	NR	Kikumi Yamagishi
animal_factory	58%	82%	Willem Dafoe,Edward Furlong,Seymour Cassel,Mickey Rourke,Steve Buscemi,Tom Arnold,John Heard,Danny Trejo,Jake La Botz,Mark Boone Jr.,Edward Bunker,Chris Bauer,Michael Buscemi,James Martin Kelly,Brian Anthony Wilson,Afemo Omilami,Larry Fessenden,Rockets Redglare	/celebrity/willem_dafoe,/celebrity/edward_furlong,/celebrity/seymour_cassel,/celebrity/mickey_rourke,/celebrity/steve_buscemi,/celebrity/tom_arnold,/celebrity/john_heard,/celebrity/danny_trejo,/celebrity/jake_la_botz,/celebrity/mark-boone-jr,/celebrity/edward_bunker,/celebrity/chris_bauer,/celebrity/michael_buscemi,/celebrity/james_martin_kelly,/celebrity/brian_anthony_wilson,/celebrity/afemo-omilami,/celebrity/larry_fessenden,/celebrity/rockets_redglare	Ron Decker is a 21-year-old who has just been smacked with a lengthy prison sentence for drug trafficking. Not confident that he can get through prison on his own, he turns to hardened criminal and ex-gang leader Earl Copen for guidance and protection. When Earl sees a bit of himself in Ron that's worth saving, an odd relationship between the two men is forged -- one that has serious consequences for them both.	Oct 20, 2000 wide	Drama, Mystery & Suspense	Silver Nitrate	Steve Buscemi	94 minutes	NONE	R (for strong language, violence and drug use)	John Steppling
chained_2012	53%	73%	Vincent D'Onofrio,Eamon Farren,Julia Ormond,Jake Weber,Gina Philips,Evan Bird,Conor Leslie	/celebrity/vincent_donofrio,/celebrity/eamon_farren,/celebrity/julia_ormond,/celebrity/jake_weber,/celebrity/gina_philips,/celebrity/evan_bird,/celebrity/conor_leslie	Coming home from a routine trip to the movies, eight-year-old Tim (Bird) and his mother, Sarah (Ormond) are picked up by a psychopathic cab driver named Bob (D'Onofrio). It ends up being their last ride together. Bob murders the young boy's mother and keeps Tim as his unwilling protégée, making him clean up the mess following each murder he commits. After a couple of aborted escape attempts, Bob chains Tim - now renamed Rabbit -- allowing just enough length to move freely within the house. As the years pass, Bob starts instructing Rabbit, teaching him anatomy and human behavior. Now a teenager, Rabbit (Eamon Farren, X: Night of Vengeance) is slowly being pressed by Bob to start his own homicidal spree. Slowly but surely, he must soon choose whether to follow in Bob's serial killer footsteps or make one final, desperate attempt to break free...	NONE	Mystery & Suspense	Anchor Bay Films	Jennifer Chambers Lynch	94 minutes	NONE	R (for disturbing and sadistic violent content including bloody killings and rape, and for language and sexuality)	Jennifer Chambers Lynch
the_promise_2017	92%	49%	Oscar Isaac,Christian Bale,Charlotte Le Bon,Daniel Giménez Cacho,Shohreh Aghdashloo,Abel Folk,Andrew Tarbet,Angela Sarafyan,Armin Amiri,Marwan Kenzari,Igal Naor,Garen Boyajian,Kevork Malikyan,Numan Acar,Roman Mitichyan,Jean Reno,Tom Hollander,James Cromwell,Alicia Borrachero	/celebrity/1175633-oscar_isaac,/celebrity/christian_bale,/celebrity/charlotte_le_bon,/celebrity/daniel_gimenez_cacho,/celebrity/shohreh_aghdashloo,/celebrity/abel-folk,/celebrity/andrew_tarbet,/celebrity/angela_sarafyan,/celebrity/armin_amiri,/celebrity/marwan_kenzari,/celebrity/yigal_naor,/celebrity/garen_boyajian,/celebrity/kevork-malikyan,/celebrity/numan_acar,/celebrity/roman_mitichyan,/celebrity/jean_reno,/celebrity/tom_hollander,/celebrity/james_cromwell,/celebrity/alicia_borrachero	Empires fall, love survives. When Michael (Oscar Isaac), a brilliant medical student, meets Ana (Charlotte Le Bon), their shared Armenian heritage sparks an attraction that explodes into a romantic rivalry between Michael and Ana's boyfriend Chris (Christian Bale), a famous American photojournalist dedicated to exposing political truth. As the Ottoman Empire crumbles into war-torn chaos, their conflicting passions must be deferred while they join forces to get their people to safety and survive themselves. The Promise is directed by Academy Award winning filmmaker Terry George.	Apr 21, 2017 wide	Drama, Romance	Open Road Films	Terry George	134 minutes	$8,186,236	PG-13 (for thematic material including war attrocities, violence and disturbing images, and some sexuality)	Terry George, Robin Swicord
